Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Thus , the state was correct to intervene and the lower court was equally correct to remove the mother as unfit .",assumption,,,,,,,,,,,,,,,
"Fortunately, the Connecticut Supreme Court agreed and did the right thing .",assumption,,,,,,,,,,,,,,,
Time is on Cassandra's side .,assumption,,,,,,,,,,,,,,,
"The fact that she is 9 months away from turning 18 years old may, in the end, have saved her life .",assumption,,,,,,,,,,,,,,,
It gave the high court an excuse to adhere strictly to the law as it relates to protecting minors .,assumption,,,,,,,,,,,,,,,
Those 9 months will also give doctors valuable time to complete her therapy and give her a new chance at a full and happy life .,assumption,,,,,,,,,,,,,,,
"As for her mother, Jackie Fortin? She will have ample time to wrestle with her conscience .",assumption,,,,,,,,,,,,,,,
"As for her mother, Jackie Fortin? She will have ample time to wrestle with her conscience .",assumption,,,,,,,,,,,,,,,
"INDIANAPOLIS  - If success at the state level were enough to recommend someone for president of the United States , Gov  Mike Pence of Indiana would be among the frontrunners for the 2016 GOP presidential nomination .",assumption,,,,,,,,,,,,,,,
"According to the governor's office, Pence has ""signed into law $643 million in annual tax relief : That includes: $313 million for hardworking Hoosiers, thanks to last year's 5 percent income tax reduction, the largest state tax cut in Indiana history.""  In addition ,  the state corporate tax rate was reduced from 6.5 percent to 4.9 percent , making it the third lowest in the country and contributing to Indiana's increase in the labor force , which , Pence's office says , has grown by more than 51,000 over the past year, five times the national growth rate .",testimony,,,,,,,,,,,,,,,
"It helps to have large majorities of one's party in the legislature , but Pence consults and has good relationships with Democrats , who frequently vote with the Republican majority because his programs work .",assumption,,,,,,,,,,,,,,,
"Sitting with the governor in his high-ceiling office beneath portraits of two Indiana governors who became presidents of the United States -- William Henry Harrison and Benjamin Harrison  -- Pence tells me he is focused on the upcoming legislative session , which is expected to last four months , and won't think seriously about running for president until the session ends .",testimony,,,,,,,,,,,,,,,
"Then , he says , ""We'll probably take some time as a family to reflect and pray and make decisions about our future.""  In his mind, Pence may have already crafted a winning scenario .",testimony,,,,,,,,,,,,,,,
"He may be focused on his state , but he thinks a lot about the country , which he served for 10 years as a congressman .",assumption,,,,,,,,,,,,,,,
"A former Democrat (like his ideological mentor Ronald Reagan), Pence sees a need to transform his party's image : ""The Republican Party has become just the other party to Washington solutions .",testimony,,,,,,,,,,,,,,,
We have to get back to advancing state- based solutions and reforms .,testimony,,,,,,,,,,,,,,,
"We must be relentlessly optimistic.""  He paraphrases a Reagan line : ""' Why shouldn't we dream great dreams , after all we're Americans .' There was a confidence and optimism I think our party would do well to repair to .",testimony,,,,,,,,,,,,,,,
"... There' s a lot wrong with our national government , but we've got to stop confusing our national government with our nation.""  That's a good line for a stump speech .",testimony,,,,,,,,,,,,,,,
"Pence wants to move from opposing bad ideas in Washington, to focusing on the success records in many states .",assumption,,,,,,,,,,,,,,,
"For example , Pence's education agenda includes a goal of taking children in underperforming schools and putting them in good schools : ""By the year 2020, I want 100,000 more Indiana students in high- quality schools than we have today .",testimony,,,,,,,,,,,,,,,
"Today, we have 105,000 kids who are in underperforming or failing schools.""  He wants to fix traditional schools, pay good teachers more , giving bonuses to the best , and expand vocational education to every high school in the state .",assumption,,,,,,,,,,,,,,,
"""We have the largest education voucher program in America .",testimony,,,,,,,,,,,,,,,
"I want to expand that by lifting the cap and encouraging more private investment."" Indiana also has 75 charter schools .",anecdote,,,,,,,,,,,,,,,
"Pence declines an invitation to comment on former Gov  Jeb Bush's recent remarks about having to lose the primary in order to win the general election , which many conservatives view as an attack on the party's base .",assumption,,,,,,,,,,,,,,,
"If Hillary Clinton becomes the Democratic Party's presidential nominee , I asked , is she beatable?  Pence answers indirectly , saying he thinks 2016 will be the first foreign policy election since 1980 and that as a former secretary of state, Clinton will have some advantages .",testimony,,,,,,,,,,,,,,,
"That's why he thinks the eventual GOP nominee should do as George W  Bush did in 2000 : name a group of advisers with strong foreign policy credentials to advise him during a campaign and , if he is successful , some might serve in his administration .",assumption,,,,,,,,,,,,,,,
Mike Pence is a model of humility and restraint .,assumption,,,,,,,,,,,,,,,
"While some characterize Obama as a failed president , Pence will only label his tenure ""disappointing."" That in itself is in sharp contrast to the hubris, narcissism and self-awareness of Obama .",assumption,,,,,,,,,,,,,,,
"Humility, coupled with a proven track record of success and more confidence in the states and the people, is what's needed at the national level .",assumption,,,,,,,,,,,,,,,
Mike Pence could be the one to bring it .,assumption,,,,,,,,,,,,,,,
Mike Pence could be the one to bring it .,assumption,,,,,,,,,,,,,,,
"It's wonderful (and a good thing) to see the new emphasis on ""giving over receiving"" at Christmas time .",assumption,,,,,,,,,,,,,,,
It's become a trend this year with so many families because as parents we want to teach kids about generosity .,assumption,,,,,,,,,,,,,,,
"Moms and dads everywhere are using Christmas as an opportunity to get their kids thinking about serving others and giving to the less fortunate , rather than encouraging them to create monstrous Christmas lists describing all the things they want this season .",assumption,,,,,,,,,,,,,,,
"Some parents are even ""cancelling"" Christmas for their kids , not giving any family members any gifts .",anecdote,,,,,,,,,,,,,,,
"But do we really need to cancel Christmas in order to foster a spirit of generosity in our kids?  Wednesday I joined Lisa Henderson on ""Fox & Friends"" to debate this very question .",par-sep,,,,,,,,,,,,,,,
"Lisa has ""cancelled Christmas"" in her Utah home because , she says , her kids have become too entitled , ""acting so ungrateful"" and ""extremely disrespectful.""  So there will be no presents for Christmas , but , as she writes on her blog Overthebigmooon.com , ""There is a good possibility that Santa will be writing them a letter of how proud of them he is and perhaps put a few pieces of hard candy and an orange in their stockings.""  While I have great respect for what Lisa wants to accomplish , I disagree with her approach .",anecdote,,,,,,,,,,,,,,,
"Christmas should begin, not end, at home .",assumption,,,,,,,,,,,,,,,
We are already under immense pressure to purge Christmas from our culture .,assumption,,,,,,,,,,,,,,,
"First nativity scenes in public places were under attack, now it's Christmas trees .",assumption,,,,,,,,,,,,,,,
"Even saying ""Merry Christmas"" has taken a back seat to ""Happy Holidays.""  Cancelling Christmas and using letters from Santa to motivate our kids to be generous is not the answer .",assumption,,,,,,,,,,,,,,,
The answer is in putting the emphasis on the miracle not the material .,assumption,,,,,,,,,,,,,,,
And here's the good news .,assumption,,,,,,,,,,,,,,,
Even our gift giving can point to the miracle .,assumption,,,,,,,,,,,,,,,
"So, yes, we give a few gifts to our kids .",assumption,,,,,,,,,,,,,,,
But we also give many gifts to the less fortunate .,assumption,,,,,,,,,,,,,,,
"For example ,  we've taught our own kids that the gifts we give them at Christmas aren't based on whether they've been bad or good all year .",anecdote,,,,,,,,,,,,,,,
"The gifts we give them are free , unearned, underserved gifts , just like the gift of Jesus is a free, unearned, and underserved gift .",assumption,,,,,,,,,,,,,,,
"This is a very tangible, concrete concept for kids to grasp .",assumption,,,,,,,,,,,,,,,
"And when we serve and give to others , we teach our kids what Jesus said in Matthew 25:40 : ""Whatever you do for the least of your brothers and sisters , you do for me.""  So we give gifts to Jesus on his ""birthday"" by serving and loving and giving to others!  This is how parents can infuse real meaning into Christmas -- not by refusing to celebrate it all together .",testimony,,,,,,,,,,,,,,,
